source_ensemblID,source_gene_symbol,source_celltype,source_means,source_quality,source_Gene_Symbol_human,target_ensemblID,target_gene_symbol,target_celltype,target_means,target_quality,target_Gene_Symbol_human,source_log2FC,target_log2FC,source_nodes,target_nodes,pair,interaction_type,interaction_redundancy,source_influenced_genes,target_influenced_genes,source_influenced_celltypes,target_influenced_celltypes,source_influencer_celltypes,target_influencer_celltypes
ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,ENSDARG00000013168,jag1b,FB,9.80891828343143,0.75,"NOTCH4, JAG2",-1.44608393929068,0.0,notch1b_FB,jag1b_FB,notch1b_jag1b,FB_FB,"FB_FB, FB_EC, FB_CM+","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB, CM+"
ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,ENSDARG00000013168,jag1b,EC,8.604493802578041,1.0,"NOTCH4, JAG2",-1.44608393929068,0.0,notch1b_FB,jag1b_EC,notch1b_jag1b,FB_EC,"FB_FB, FB_EC, FB_CM+","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB, CM+"
ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,ENSDARG00000013168,jag1b,CM+,6.748305779023651,0.8333333333333334,"NOTCH4, JAG2",-1.44608393929068,0.0,notch1b_FB,jag1b_CM+,notch1b_jag1b,FB_CM+,"FB_FB, FB_EC, FB_CM+","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB, CM+"
ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,ENSDARG00000021389,jag2b,FB,7.0459104092807365,0.75,"NOTCH4, JAG2",-1.44608393929068,0.0,notch1b_FB,jag2b_FB,notch1b_jag2b,FB_FB,"FB_FB, FB_EC, FB_CM+","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB, CM+"
ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,ENSDARG00000021389,jag2b,EC,9.764743078599682,1.0,"NOTCH4, JAG2",-1.44608393929068,0.0,notch1b_FB,jag2b_EC,notch1b_jag2b,FB_EC,"FB_FB, FB_EC, FB_CM+","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB, CM+"
ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,ENSDARG00000021389,jag2b,CM+,6.393537681607174,0.75,"NOTCH4, JAG2",-1.44608393929068,0.0,notch1b_FB,jag2b_CM+,notch1b_jag2b,FB_CM+,"FB_FB, FB_EC, FB_CM+","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB, CM+"
ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,ENSDARG00000030289,jag1a,FB,8.015865155640432,1.0,"NOTCH4, JAG2",-1.44608393929068,0.0,notch1b_FB,jag1a_FB,notch1b_jag1a,FB_FB,"FB_FB, FB_EC","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB"
ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,ENSDARG00000030289,jag1a,EC,5.675417471984766,0.75,"NOTCH4, JAG2",-1.44608393929068,0.0,notch1b_FB,jag1a_EC,notch1b_jag1a,FB_EC,"FB_FB, FB_EC","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB"
ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,ENSDARG00000070425,dll4,FB,6.077104078385235,1.0,"NOTCH4, JAG2",-1.44608393929068,0.0,notch1b_FB,dll4_FB,notch1b_dll4,FB_FB,"FB_FB, FB_EC","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB"
ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,ENSDARG00000070425,dll4,EC,12.524760230878975,1.0,"NOTCH4, JAG2",-1.44608393929068,0.0,notch1b_FB,dll4_EC,notch1b_dll4,FB_EC,"FB_FB, FB_EC","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB"
ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,ENSDARG00000013168,jag1b,FB,9.80891828343143,0.75,"NOTCH4, JAG2",2.41822603049854,0.0,notch1a_FB,jag1b_FB,notch1a_jag1b,FB_FB,"FB_FB, FB_EC, FB_CM+","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB, CM+"
ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,ENSDARG00000013168,jag1b,EC,8.604493802578041,1.0,"NOTCH4, JAG2",2.41822603049854,0.0,notch1a_FB,jag1b_EC,notch1a_jag1b,FB_EC,"FB_FB, FB_EC, FB_CM+","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB, CM+"
ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,ENSDARG00000013168,jag1b,CM+,6.748305779023651,0.8333333333333334,"NOTCH4, JAG2",2.41822603049854,0.0,notch1a_FB,jag1b_CM+,notch1a_jag1b,FB_CM+,"FB_FB, FB_EC, FB_CM+","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB, CM+"
ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,ENSDARG00000021389,jag2b,FB,7.0459104092807365,0.75,"NOTCH4, JAG2",2.41822603049854,0.0,notch1a_FB,jag2b_FB,notch1a_jag2b,FB_FB,"FB_FB, FB_EC, FB_CM+","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB, CM+"
ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,ENSDARG00000021389,jag2b,EC,9.764743078599682,1.0,"NOTCH4, JAG2",2.41822603049854,0.0,notch1a_FB,jag2b_EC,notch1a_jag2b,FB_EC,"FB_FB, FB_EC, FB_CM+","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB, CM+"
ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,ENSDARG00000021389,jag2b,CM+,6.393537681607174,0.75,"NOTCH4, JAG2",2.41822603049854,0.0,notch1a_FB,jag2b_CM+,notch1a_jag2b,FB_CM+,"FB_FB, FB_EC, FB_CM+","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB, CM+"
ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,ENSDARG00000030289,jag1a,FB,8.015865155640432,1.0,"NOTCH4, JAG2",2.41822603049854,0.0,notch1a_FB,jag1a_FB,notch1a_jag1a,FB_FB,"FB_FB, FB_EC","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB"
ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,ENSDARG00000030289,jag1a,EC,5.675417471984766,0.75,"NOTCH4, JAG2",2.41822603049854,0.0,notch1a_FB,jag1a_EC,notch1a_jag1a,FB_EC,"FB_FB, FB_EC","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB"
ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,ENSDARG00000070425,dll4,FB,6.077104078385235,1.0,"NOTCH4, JAG2",2.41822603049854,0.0,notch1a_FB,dll4_FB,notch1a_dll4,FB_FB,"FB_FB, FB_EC","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB"
ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,ENSDARG00000070425,dll4,EC,12.524760230878975,1.0,"NOTCH4, JAG2",2.41822603049854,0.0,notch1a_FB,dll4_EC,notch1a_dll4,FB_EC,"FB_FB, FB_EC","dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, thbs2a, notch1b","EC, FB, CM+",FB,FB,"EC, FB"
ENSDARG00000013168,jag1b,FB,9.80891828343143,0.75,JAG2,ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,0.0,-1.44608393929068,jag1b_FB,notch1b_FB,jag1b_notch1b,FB_FB,"FB_FB, EC_FB, CM+_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB, CM+","EC, CM-, FB, CM+"
ENSDARG00000013168,jag1b,FB,9.80891828343143,0.75,JAG2,ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,0.0,2.41822603049854,jag1b_FB,notch1a_FB,jag1b_notch1a,FB_FB,"FB_FB, EC_FB, CM+_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB, CM+","EC, CM-, FB"
ENSDARG00000013168,jag1b,EC,8.604493802578041,1.0,JAG2,ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,0.0,-1.44608393929068,jag1b_EC,notch1b_FB,jag1b_notch1b,EC_FB,"FB_FB, EC_FB, CM+_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB, CM+","EC, CM-, FB, CM+"
ENSDARG00000013168,jag1b,EC,8.604493802578041,1.0,JAG2,ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,0.0,2.41822603049854,jag1b_EC,notch1a_FB,jag1b_notch1a,EC_FB,"FB_FB, EC_FB, CM+_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB, CM+","EC, CM-, FB"
ENSDARG00000013168,jag1b,CM+,6.748305779023651,0.8333333333333334,JAG2,ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,0.0,-1.44608393929068,jag1b_CM+,notch1b_FB,jag1b_notch1b,CM+_FB,"FB_FB, EC_FB, CM+_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB, CM+","EC, CM-, FB, CM+"
ENSDARG00000013168,jag1b,CM+,6.748305779023651,0.8333333333333334,JAG2,ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,0.0,2.41822603049854,jag1b_CM+,notch1a_FB,jag1b_notch1a,CM+_FB,"FB_FB, EC_FB, CM+_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB, CM+","EC, CM-, FB"
ENSDARG00000021389,jag2b,FB,7.0459104092807365,0.75,JAG2,ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,0.0,-1.44608393929068,jag2b_FB,notch1b_FB,jag2b_notch1b,FB_FB,"FB_FB, EC_FB, CM+_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB, CM+","EC, CM-, FB, CM+"
ENSDARG00000021389,jag2b,FB,7.0459104092807365,0.75,JAG2,ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,0.0,2.41822603049854,jag2b_FB,notch1a_FB,jag2b_notch1a,FB_FB,"FB_FB, EC_FB, CM+_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB, CM+","EC, CM-, FB"
ENSDARG00000021389,jag2b,EC,9.764743078599682,1.0,JAG2,ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,0.0,-1.44608393929068,jag2b_EC,notch1b_FB,jag2b_notch1b,EC_FB,"FB_FB, EC_FB, CM+_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB, CM+","EC, CM-, FB, CM+"
ENSDARG00000021389,jag2b,EC,9.764743078599682,1.0,JAG2,ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,0.0,2.41822603049854,jag2b_EC,notch1a_FB,jag2b_notch1a,EC_FB,"FB_FB, EC_FB, CM+_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB, CM+","EC, CM-, FB"
ENSDARG00000021389,jag2b,CM+,6.393537681607174,0.75,JAG2,ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,0.0,-1.44608393929068,jag2b_CM+,notch1b_FB,jag2b_notch1b,CM+_FB,"FB_FB, EC_FB, CM+_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB, CM+","EC, CM-, FB, CM+"
ENSDARG00000021389,jag2b,CM+,6.393537681607174,0.75,JAG2,ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,0.0,2.41822603049854,jag2b_CM+,notch1a_FB,jag2b_notch1a,CM+_FB,"FB_FB, EC_FB, CM+_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB, CM+","EC, CM-, FB"
ENSDARG00000030289,jag1a,FB,8.015865155640432,1.0,JAG2,ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,0.0,-1.44608393929068,jag1a_FB,notch1b_FB,jag1a_notch1b,FB_FB,"FB_FB, EC_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB","EC, CM-, FB, CM+"
ENSDARG00000030289,jag1a,FB,8.015865155640432,1.0,JAG2,ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,0.0,2.41822603049854,jag1a_FB,notch1a_FB,jag1a_notch1a,FB_FB,"FB_FB, EC_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB","EC, CM-, FB"
ENSDARG00000030289,jag1a,EC,5.675417471984766,0.75,JAG2,ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,0.0,-1.44608393929068,jag1a_EC,notch1b_FB,jag1a_notch1b,EC_FB,"FB_FB, EC_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB","EC, CM-, FB, CM+"
ENSDARG00000030289,jag1a,EC,5.675417471984766,0.75,JAG2,ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,0.0,2.41822603049854,jag1a_EC,notch1a_FB,jag1a_notch1a,EC_FB,"FB_FB, EC_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB","EC, CM-, FB"
ENSDARG00000070425,dll4,FB,6.077104078385235,1.0,JAG2,ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,0.0,-1.44608393929068,dll4_FB,notch1b_FB,dll4_notch1b,FB_FB,"FB_FB, EC_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB","EC, CM-, FB, CM+"
ENSDARG00000070425,dll4,FB,6.077104078385235,1.0,JAG2,ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,0.0,2.41822603049854,dll4_FB,notch1a_FB,dll4_notch1a,FB_FB,"FB_FB, EC_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB","EC, CM-, FB"
ENSDARG00000070425,dll4,EC,12.524760230878975,1.0,JAG2,ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,0.0,-1.44608393929068,dll4_EC,notch1b_FB,dll4_notch1b,EC_FB,"FB_FB, EC_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB","EC, CM-, FB, CM+"
ENSDARG00000070425,dll4,EC,12.524760230878975,1.0,JAG2,ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,0.0,2.41822603049854,dll4_EC,notch1a_FB,dll4_notch1a,EC_FB,"FB_FB, EC_FB","notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+","EC, FB","EC, CM-, FB"
ENSDARG00000020219,dld,EC,8.735226957960572,1.0,DLL1,ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,0.0,-1.44608393929068,dld_EC,notch1b_FB,dld_notch1b,EC_FB,EC_FB,"notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+",EC,"EC, CM-, FB, CM+"
ENSDARG00000020219,dld,EC,8.735226957960572,1.0,DLL1,ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,0.0,2.41822603049854,dld_EC,notch1a_FB,dld_notch1a,EC_FB,EC_FB,"notch1a, notch1b","dlk2, wnt4, ybx1, tnfb, dld, plxna1a, uba52, dll4, mfap5, jag1b, adam17a, tnfa, jag1a, cntn1a, ENSDARG00000114823|PLXNA1, jag2b, adam10b, mfng, adam10a, psen1, cntn1b, adam17b",FB,"EC, CM-, FB, CM+",EC,"EC, CM-, FB"
ENSDARG00000052094,notch1b,FB,9.625014074709645,1.0,NOTCH1,ENSDARG00000020219,dld,EC,8.735226957960572,1.0,DLL1,-1.44608393929068,0.0,notch1b_FB,dld_EC,notch1b_dld,FB_EC,FB_EC,"dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, notch1b","EC, FB, CM+",FB,FB,EC
ENSDARG00000103554,notch1a,FB,8.74518701658359,1.0,NOTCH1,ENSDARG00000020219,dld,EC,8.735226957960572,1.0,DLL1,2.41822603049854,0.0,notch1a_FB,dld_EC,notch1a_dld,FB_EC,FB_EC,"dlk2, dll4, dld, jag1b, adam17a, jag1a, adam17b, jag2b","notch1a, notch1b","EC, FB, CM+",FB,FB,EC
ENSDARG00000035521,sfrp1a,FB,8.824654047045994,1.0,SFRP1,ENSDARG00000071208,wnt4,FB,5.991953179766143,0.75,WNT4,-1.91732376334621,0.0,sfrp1a_FB,wnt4_FB,sfrp1a_wnt4,FB_FB,"FB_FB, FB_EC","wnt4, fzd6, fzd2, wnt7ba, wnt2bb","sfrp1b, sfrp1a, frzb","EC, FB, CM+",FB,"CM-, FB","EC, FB"
ENSDARG00000035521,sfrp1a,FB,8.824654047045994,1.0,SFRP1,ENSDARG00000071208,wnt4,EC,9.759004755435122,1.0,WNT4,-1.91732376334621,0.0,sfrp1a_FB,wnt4_EC,sfrp1a_wnt4,FB_EC,"FB_FB, FB_EC","wnt4, fzd6, fzd2, wnt7ba, wnt2bb","sfrp1b, sfrp1a, frzb","EC, FB, CM+",FB,"CM-, FB","EC, FB"
ENSDARG00000057678,sfrp1b,FB,5.404794174306185,1.0,SFRP1,ENSDARG00000071208,wnt4,FB,5.991953179766143,0.75,WNT4,-3.68610891531179,0.0,sfrp1b_FB,wnt4_FB,sfrp1b_wnt4,FB_FB,"FB_FB, FB_EC","wnt4, fzd6, fzd2, wnt7ba, wnt2bb","sfrp1b, sfrp1a, frzb","EC, FB, CM+",FB,FB,"EC, FB"
ENSDARG00000057678,sfrp1b,FB,5.404794174306185,1.0,SFRP1,ENSDARG00000071208,wnt4,EC,9.759004755435122,1.0,WNT4,-3.68610891531179,0.0,sfrp1b_FB,wnt4_EC,sfrp1b_wnt4,FB_EC,"FB_FB, FB_EC","wnt4, fzd6, fzd2, wnt7ba, wnt2bb","sfrp1b, sfrp1a, frzb","EC, FB, CM+",FB,FB,"EC, FB"
ENSDARG00000057241,tnfsf10,FB,8.260795506506703,1.0,TNFSF10,ENSDARG00000054968,cd40,FB,10.466011928460675,1.0,"TNFRSF10B, TNFRSF1B, LTBR, TNFRSF10C, TNFRSF10A, TNFRSF10D, TNFRSF11A, TNFRSF14",0.0,1.408555767392,tnfsf10_FB,cd40_FB,tnfsf10_cd40,FB_FB,"FB_FB, CM-_FB","cd40, tnfrsf11a, tnfrsf1b","tnfsf10, grn1, omgb, tnfb, grn2, tnfa, grna, mif, tnfsf14, col2a1b, tp53, grnb, tnfsf11","EC, FB","EC, CM-, FB, CM+","CM-, FB","EC, CM-, FB, CM+"
ENSDARG00000057241,tnfsf10,FB,8.260795506506703,1.0,TNFSF10,ENSDARG00000070165,tnfrsf1b,FB,10.6522844975274,1.0,"TNFRSF10B, TNFRSF1B, LTBR, TNFRSF10C, TNFRSF10A, TNFRSF10D, TNFRSF11A, TNFRSF14",0.0,1.40643668357155,tnfsf10_FB,tnfrsf1b_FB,tnfsf10_tnfrsf1b,FB_FB,"FB_FB, CM-_FB","cd40, tnfrsf11a, tnfrsf1b","tnfsf10, grn1, omgb, tnfb, grn2, tnfa, grna, mif, tnfsf14, col2a1b, tp53, grnb, tnfsf11","EC, FB","EC, CM-, FB, CM+","CM-, FB","EC, CM-, FB"
ENSDARG00000057241,tnfsf10,FB,8.260795506506703,1.0,TNFSF10,ENSDARG00000087804,tnfrsf11a,EC,10.374195525045426,1.0,"TNFRSF10B, TNFRSF1B, LTBR, TNFRSF10C, TNFRSF10A, TNFRSF10D, TNFRSF11A, TNFRSF14",0.0,4.57376979449595,tnfsf10_FB,tnfrsf11a_EC,tnfsf10_tnfrsf11a,FB_EC,"FB_EC, CM-_EC","cd40, tnfrsf11a, tnfrsf1b","tnfsf10, grn1, omgb, tnfb, grn2, tnfa, grna, mif, tnfsf14, col2a1b, tp53, grnb, tnfsf11","EC, FB","EC, CM-, FB, CM+","CM-, FB","EC, CM-, FB, CM+"
ENSDARG00000057241,tnfsf10,CM-,7.984484330079527,1.0,TNFSF10,ENSDARG00000054968,cd40,FB,10.466011928460675,1.0,"TNFRSF10B, TNFRSF1B, LTBR, TNFRSF10C, TNFRSF10A, TNFRSF10D, TNFRSF11A, TNFRSF14",0.0,1.408555767392,tnfsf10_CM-,cd40_FB,tnfsf10_cd40,CM-_FB,"FB_FB, CM-_FB","cd40, tnfrsf11a, tnfrsf1b","tnfsf10, grn1, omgb, tnfb, grn2, tnfa, grna, mif, tnfsf14, col2a1b, tp53, grnb, tnfsf11","EC, FB","EC, CM-, FB, CM+","CM-, FB","EC, CM-, FB, CM+"
